SomaFM Groove Salad,http://ice3.somafm.com/groovesalad-128-mp3
Soma Secret Agent,https://ice.somafm.com/secretagent
Synphaera Radio (Space Music),https://somafm.com/synphaera.pls
LautFM (Synthwave), https://laut.fm/nightdrive
FluxFM - Techno Underground, http://streams.fluxfm.de/technoug/mp3-128/audio/play.m3u
